titleEnglish;titleRomaji;startDate;endDate;format;genres;popularity;score;image
;Kimagure Robot;22/12/2004;22/12/2004;TV_SHORT;['Comedy', 'Fantasy', 'Sci-Fi'];566;51;images\1955.png
;Wish;17/12/1997;17/12/1997;MUSIC;['Fantasy', 'Romance'];1666;59;images\1958.png
;Wild 7;17/12/1994;21/2/1995;OVA;['Adventure'];801;58;images\1959.png
;Sore Ike! Anpanman;3/10/1988;None/None/None;TV;['Comedy', 'Fantasy'];873;59;images\1960.png
One Stormy Night;Arashi no Yoru ni;10/12/2005;10/12/2005;MOVIE;['Adventure', 'Comedy', 'Drama', 'Fantasy'];4225;70;images\1961.png
The Daichis - Earth's Defense Family;Chikyuu Bouei Kazoku;9/1/2001;29/3/2001;TV;['Action', 'Comedy', 'Sci-Fi'];744;57;images\1962.png
Sakura Wars: School of Paris;Sakura Taisen: Ecole de Paris;19/3/2003;20/8/2003;OVA;['Action', 'Adventure', 'Mecha', 'Sci-Fi'];936;53;images\1964.png
;sola;7/4/2007;30/6/2007;TV;['Drama', 'Romance', 'Slice of Life', 'Supernatural'];13732;67;images\1965.png
The Dark Myth;Ankoku Shinwa;26/1/1990;23/2/1990;OVA;['Horror', 'Mystery', 'Psychological', 'Supernatural'];821;31;images\1966.png
Mobile Suit Zeta Gundam: A New Translation I - Heir to the Stars;Kidou Senshi Z Gundam: A New Translation - Hoshi wo Tsugu Mono;28/5/2005;28/5/2005;MOVIE;['Drama', 'Mecha', 'Sci-Fi'];3245;66;images\1967.png
Mobile Suit Zeta Gundam: A New Translation II - Lovers;Kidou Senshi Z Gundam: A New Translation II - Koibito-tachi;29/10/2005;29/10/2005;MOVIE;['Drama', 'Mecha', 'Romance', 'Sci-Fi'];2746;64;images\1968.png
Mobile Suit Zeta Gundam: A New Translation III - Love Is the Pulse of the Stars;Kidou Senshi Z Gundam: A New Translation III - Hoshi no Kodou wa Ai;4/3/2006;4/3/2006;MOVIE;['Drama', 'Mecha', 'Sci-Fi'];2699;65;images\1969.png
Sherlock Hound;Meitantei Holmes;6/11/1984;21/5/1985;TV;['Adventure', 'Comedy', 'Mystery'];3320;69;images\1972.png
;X Densha de Ikou;6/11/1987;6/11/1987;OVA;['Action', 'Adventure', 'Mystery', 'Psychological', 'Sci-Fi', 'Supernatural'];1444;53;images\1973.png
Glass Mask (2005);Glass no Kamen (2005);6/4/2005;29/3/2006;TV;['Drama'];6583;75;images\1974.png
Invincible King Tri-Zenon;Tri-Zenon;14/10/2000;17/3/2001;TV;['Mecha', 'Sci-Fi'];554;48;images\1975.png
;Hijikata Toshizo: Shiro no Kiseki;12/1/2004;12/1/2004;OVA;['Action', 'Drama'];753;55;images\1977.png
NOISEMAN SOUNDINSECT;Onkyou Seimeitai Noiseman;22/11/1997;22/11/1997;MOVIE;['Action', 'Fantasy', 'Sci-Fi'];2985;60;images\1978.png
;Tobira wo Akete (1995);None/None/1995;None/None/1995;OVA;['Fantasy'];1053;54;images\1979.png
;TRAVA: FIST PLANET;2/3/2002;3/7/2002;OVA;['Action', 'Comedy', 'Mecha', 'Sci-Fi'];4772;60;images\1980.png
;Twilight Q;28/2/1987;28/8/1987;OVA;['Mystery', 'Psychological', 'Romance', 'Sci-Fi'];2494;58;images\1981.png
;Black Jack: Futari no Kuroi Isha;17/12/2005;17/12/2005;MOVIE;['Drama'];985;65;images\1983.png
UFO Robo Grendizer;UFO Robo Grendizer;5/10/1975;27/2/1977;TV;['Mecha'];2588;69;images\1985.png
Dangard Ace;Wakusei Robo Danguard Ace;6/3/1977;26/3/1978;TV;['Mecha', 'Sci-Fi'];552;50;images\1986.png
Himawari Too!!;Himawari!!;7/1/2007;1/4/2007;TV;['Comedy', 'Romance'];1725;58;images\1988.png
;Mahou Gakuen Lunar! Aoi Ryuu no Himitsu;15/3/1997;15/3/1997;MOVIE;['Adventure', 'Comedy', 'Fantasy'];358;52;images\1990.png
;Juusou Kikou Dancougar Nova;15/2/2007;3/5/2007;TV;['Mecha'];1334;54;images\1991.png
Hyper Speed GranDoll;Chou Kousoku GranDoll;25/8/1997;18/12/1997;OVA;['Action', 'Comedy', 'Ecchi', 'Mecha'];618;48;images\1992.png
.hack//Legend of the Twilight Offline Meeting Special;.hack//Tasogare no Udewa Densetsu - Offline de Aimashou;None/None/2003;None/None/2003;SPECIAL;['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi'];1767;55;images\1994.png
Papillon Rose;Lingerie Senshi Papillon Rose;25/4/2003;25/4/2003;OVA;['Ecchi', 'Mahou Shoujo', 'Sci-Fi'];2363;39;images\1995.png
;Full Moon wo Sagashite: Kawaii Kawaii Daibouken;1/11/2002;1/11/2002;SPECIAL;['Comedy', 'Fantasy', 'Mahou Shoujo', 'Music', 'Supernatural'];1463;59;images\1996.png
Amazing Nuts!;Amazing Nuts!;20/12/2006;20/12/2006;OVA;['Action', 'Adventure', 'Drama', 'Fantasy', 'Music', 'Romance', 'Sci-Fi'];2145;57;images\1998.png
Sakura Wars: ~Su~Mi~Re~;Sakura Taisen: Sumire;18/12/2002;18/12/2002;OVA;['Adventure', 'Drama', 'Mecha', 'Sci-Fi'];836;54;images\1999.png
Roujin Z;Roujin Z;14/9/1991;14/9/1991;MOVIE;['Action', 'Comedy', 'Drama', 'Mecha', 'Sci-Fi'];10543;68;images\2000.png
Gurren Lagann;Tengen Toppa Gurren Lagann;1/4/2007;30/9/2007;TV;['Action', 'Comedy', 'Drama', 'Mecha', 'Romance', 'Sci-Fi'];252865;85;images\2001.png
;Heroic Age;2/4/2007;1/10/2007;TV;['Action', 'Mecha', 'Sci-Fi'];14366;70;images\2002.png
The Tokyo Project;Tokyo Vice;25/6/1988;25/6/1988;OVA;['Action', 'Mecha'];775;47;images\2003.png
;Hanada Shounen-shi;1/10/2002;25/3/2003;TV;['Comedy', 'Drama', 'Slice of Life', 'Supernatural'];3623;72;images\2004.png
;Yu☆Gi☆Oh! (Movie);6/3/1999;6/3/1999;MOVIE;['Adventure', 'Comedy', 'Fantasy'];9229;66;images\2006.png
;YAWARA! Sore Yuke Koshinuke Kids!!;1/8/1992;1/8/1992;MOVIE;['Action', 'Comedy', 'Drama', 'Romance', 'Sports'];753;56;images\2008.png
;YAWARA! Special: Zutto Kimi no Koto ga... .;19/7/1996;19/7/1996;SPECIAL;['Action', 'Comedy', 'Drama', 'Slice of Life', 'Sports'];809;63;images\2009.png
You’re Under Arrest! Mini Specials;Taiho Shichauzo: Special;30/3/1999;30/4/1999;TV_SHORT;['Action', 'Comedy'];1574;64;images\2011.png
;Jigoku Sensei Nube;13/4/1996;21/6/1997;TV;['Adventure', 'Comedy', 'Horror', 'Romance'];3961;69;images\2012.png
You're Under Arrest! The Motion Picture;Taiho Shichauzo: the MOVIE;29/4/1999;29/4/1999;MOVIE;['Action', 'Comedy', 'Drama'];2195;69;images\2013.png
You're Under Arrest: Fast & Furious;Taiho Shichauzo: SECOND SEASON;7/4/2001;29/9/2001;TV;['Action', 'Comedy'];2071;69;images\2014.png
;Wind: a breath of heart;27/12/2002;27/12/2002;OVA;['Comedy'];690;50;images\2015.png
Mermaid's Scar;Ningyo no Kizu;24/9/1993;24/9/1993;OVA;['Drama', 'Fantasy', 'Horror', 'Mystery'];1992;60;images\2017.png
Laughing Target;Warau Hyouteki;21/3/1987;21/3/1987;OVA;['Horror', 'Mystery', 'Psychological', 'Romance', 'Supernatural'];1736;55;images\2018.png
;DNA Sights 999.9;18/12/1998;18/12/1998;OVA;['Action', 'Adventure', 'Drama', 'Sci-Fi'];973;53;images\2019.png
One Piece Special: The Detective Memoirs of Chief Straw Hat Luffy;ONE PIECE: Nenmatsu Tokubetsu Kikaku! Mugiwara no Luffy Oyabun Torimonochou;18/12/2005;18/12/2005;SPECIAL;['Adventure', 'Comedy', 'Fantasy'];5419;67;images\2020.png
;FIGHT!!;18/6/1993;18/6/1993;OVA;['Fantasy', 'Supernatural'];387;40;images\2022.png
;Yoshimune;6/4/2006;14/9/2006;TV;['Comedy'];253;;images\2024.png
Darker than Black;DARKER THAN BLACK: Kuro no Keiyakusha;6/4/2007;28/9/2007;TV;['Action', 'Mystery', 'Sci-Fi'];126973;77;images\2025.png
Hayate the Combat Butler;Hayate no Gotoku!;1/4/2007;30/3/2008;TV;['Action', 'Comedy', 'Romance'];31698;72;images\2026.png
;Wind: a breath of heart Specials;10/12/2004;10/12/2004;SPECIAL;['Comedy', 'Romance'];422;51;images\2027.png
;Zettai Muteki Raijin Ou (1992);30/9/1992;24/2/1993;OVA;['Action', 'Mecha', 'Sci-Fi'];208;;images\2028.png
Sea Prince and the Fire Child;Sirius no Densetsu;18/7/1981;18/7/1981;MOVIE;['Drama', 'Fantasy', 'Romance'];1745;61;images\2029.png
El Cazador de la Bruja;El Cazador;3/4/2007;25/9/2007;TV;['Adventure', 'Drama', 'Mystery'];9570;67;images\2030.png
Shining Tears X Wind;Shining Tears X Wind;7/4/2007;30/6/2007;TV;['Action', 'Adventure', 'Fantasy'];4089;57;images\2031.png
;Wellber no Monogatari: Sisters of Wellber;4/4/2007;27/6/2007;TV;['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy'];1609;58;images\2032.png
;TAMALA2010: a punk cat in space;19/10/2002;19/10/2002;MOVIE;['Comedy', 'Psychological', 'Sci-Fi'];3090;54;images\2033.png
Lovely Complex;Lovely★Complex;7/4/2007;29/9/2007;TV;['Comedy', 'Romance', 'Slice of Life'];87144;77;images\2034.png
Emma: A Victorian Romance Second Act;Eikoku Koi Monogatari Emma: Molders-hen;17/4/2007;3/7/2007;TV;['Drama', 'Romance', 'Slice of Life'];4408;75;images\2035.png
;Cosmic Baton Girl Comet-san;1/4/2001;20/1/2002;TV;['Adventure', 'Comedy', 'Mahou Shoujo', 'Sci-Fi'];1325;62;images\2036.png
;Hime-chan no Ribbon;2/10/1992;3/12/1993;TV;['Comedy', 'Fantasy', 'Mahou Shoujo', 'Romance'];2242;68;images\2037.png
;Mahou no Star Magical Emi;7/6/1985;28/2/1986;TV;['Comedy', 'Mahou Shoujo'];1502;60;images\2038.png
;Mahou no Yousei Persia;6/7/1984;31/5/1985;TV;['Comedy', 'Mahou Shoujo'];1021;55;images\2039.png
;Mahou no Angel Sweet Mint;2/5/1990;27/3/1991;TV;['Mahou Shoujo'];964;52;images\2040.png
Super Pig;Ai to Yuuki no Pig Girl Tonde Buurin;3/9/1994;26/8/1995;TV;['Adventure', 'Comedy', 'Fantasy', 'Mahou Shoujo', 'Romance'];1688;61;images\2041.png
;Five Star Stories;11/3/1989;11/3/1989;MOVIE;['Action', 'Drama', 'Fantasy', 'Mecha', 'Sci-Fi'];4197;62;images\2042.png
Cat's Eye;Cat's♥Eye;11/7/1983;26/3/1984;TV;['Action', 'Adventure', 'Comedy', 'Mystery', 'Romance'];5258;68;images\2043.png
Magical Angel Creamy Mami;Mahou no Tenshi Creamy Mami;1/7/1983;29/6/1984;TV;['Comedy', 'Fantasy', 'Mahou Shoujo', 'Music', 'Romance', 'Sci-Fi'];4209;66;images\2044.png
;Mahou no Tenshi Creamy Mami: Eien no Once More;28/10/1984;28/10/1984;OVA;['Comedy', 'Fantasy', 'Mahou Shoujo', 'Romance'];568;54;images\2045.png
;Mahou no Tenshi Creamy Mami: Long Goodbye;15/6/1985;15/6/1985;OVA;['Comedy', 'Fantasy', 'Mahou Shoujo', 'Romance'];590;56;images\2046.png
;Kikou Ryouhei Mellowlink;21/11/1988;28/4/1989;OVA;['Action', 'Mecha', 'Sci-Fi'];3506;68;images\2048.png
;Kouryuu Densetsu Villgust;21/1/1993;22/3/1993;OVA;['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance'];671;52;images\2049.png
;Honoo no Tenkousei;21/5/1991;21/5/1991;OVA;['Action', 'Comedy', 'Sports'];2885;64;images\2050.png
Blue Sonnet;Akai Kiba: Blue Sonnet;16/7/1989;25/6/1990;OVA;['Action', 'Drama', 'Music', 'Sci-Fi', 'Supernatural'];788;48;images\2051.png
;Nozomi Witches;5/8/1992;10/3/1993;OVA;['Romance', 'Sports'];834;56;images\2052.png
;Capricorn;5/4/1991;5/4/1991;OVA;['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi'];931;46;images\2053.png
;CAROL;21/3/1990;21/3/1990;OVA;['Adventure', 'Fantasy'];597;40;images\2054.png
;Coo: Tooi Umi kara Kita Coo;19/12/1993;19/12/1993;MOVIE;['Adventure', 'Drama', 'Mystery', 'Slice of Life'];793;58;images\2055.png
;COSMO POLICE Justy;20/7/1985;20/7/1985;OVA;['Action', 'Adventure', 'Sci-Fi', 'Supernatural'];906;48;images\2056.png
;Delpower X Bakuhatsu Miracle Genki!;21/12/1986;21/12/1986;OVA;['Comedy', 'Mecha', 'Sci-Fi'];669;46;images\2058.png
Gall Force 1: Eternal Story;Gall Force: ETERNAL STORY;28/7/1986;28/7/1986;MOVIE;['Action', 'Adventure', 'Mecha', 'Sci-Fi'];2019;57;images\2060.png
;Gall Force 2: Destruction;21/11/1987;21/11/1987;OVA;['Action', 'Mecha', 'Sci-Fi'];963;57;images\2061.png
;Gall Force 3: Stardust War;2/11/1988;2/11/1988;OVA;['Action', 'Adventure', 'Mecha', 'Sci-Fi'];878;55;images\2062.png
Rhea Gall Force;Rhea Gall Force;21/3/1989;21/3/1989;OVA;['Action', 'Adventure', 'Sci-Fi'];894;54;images\2063.png
Gall Force: Earth Chapter;Gall Force: Chikyuu Shou;25/12/1989;1/12/1990;OVA;['Action', 'Adventure', 'Sci-Fi'];790;53;images\2064.png
;Gall Force: New Era;1/12/1991;26/1/1992;OVA;['Action', 'Adventure', 'Sci-Fi'];658;49;images\2065.png
;Gall Force: THE REVOLUTION;2/10/1996;2/10/1996;OVA;['Action', 'Adventure', 'Sci-Fi'];589;51;images\2066.png
Gekiganger 3;Gekiganger 3: Nekketsu Daikessen;21/2/1998;21/2/1998;OVA;['Action', 'Comedy', 'Mecha', 'Sci-Fi'];1307;61;images\2067.png
Genesis Survivor Gaiarth;Sousei Kishi Gaiarth;22/4/1992;28/4/1993;OVA;['Action', 'Adventure', 'Mecha', 'Sci-Fi'];901;55;images\2068.png
Gude Crest: The Emblem of Gude;Onna Senshi Efe & Jira: Gude no Monshou;23/6/1990;23/6/1990;OVA;['Adventure', 'Fantasy'];566;46;images\2069.png
Guy: Double Target;Guy;6/12/1988;15/7/1992;OVA;['Action', 'Hentai', 'Sci-Fi'];596;49;images\2070.png
;Hana Yori Dango (Movie);8/3/1997;8/3/1997;MOVIE;['Drama', 'Music', 'Romance', 'Sports'];1331;55;images\2071.png
;Idol Project;22/9/1995;24/10/1997;OVA;['Adventure', 'Comedy', 'Music'];883;49;images\2072.png
;Hengentai Mayakou Karura Mau! Sendai Kokeshi Enka;14/9/1990;8/3/1991;OVA;['Horror'];330;;images\2073.png
;Kero Kero Chime;6/3/1997;25/9/1997;TV;['Adventure', 'Comedy', 'Fantasy'];425;49;images\2074.png
;Kiko-chan Smile;5/10/1996;27/9/1997;TV;['Adventure', 'Comedy', 'Slice of Life'];345;49;images\2075.png
;Kindaichi Shounen no Jikenbo (TV);7/4/1997;11/9/2000;TV;['Mystery'];5820;74;images\2076.png
;Kindaichi Shounen no Jikenbo;14/12/1996;14/12/1996;MOVIE;['Mystery'];963;65;images\2077.png
;Landlock;21/6/1996;27/9/1996;OVA;['Adventure', 'Fantasy'];717;46;images\2078.png
;Majuu Senshi Luna Varga;20/3/1991;20/9/1991;OVA;['Action', 'Adventure', 'Comedy', 'Ecchi', 'Fantasy'];642;51;images\2079.png
;Makeruna! Makendo;25/3/1995;25/3/1995;OVA;['Comedy'];606;49;images\2081.png
Marriage;Marriage: Kekkon;23/3/1996;21/6/1996;OVA;['Romance', 'Slice of Life'];521;46;images\2082.png
;Natsuki Crisis;23/2/1994;21/4/1994;OVA;['Action'];992;54;images\2083.png
NG Knight Lamune & 40;NG Kishi Ramune & 40;6/4/1990;4/1/1991;TV;['Adventure', 'Comedy', 'Fantasy', 'Mecha'];1126;58;images\2084.png
NG Knight Lamune & 40 EX;NG Kishi Ramune & 40 EX: Biku Biku Triangle Ai no Arashi Daisakusen;21/7/1991;21/11/1991;OVA;['Adventure', 'Comedy', 'Fantasy', 'Mecha'];422;51;images\2085.png
NG Knight Lamune & 40 DX;NG Kishi Ramune & 40 DX: Wakuwaku Jikuu - Honoo no Daisousasen;23/6/1993;22/9/1993;OVA;['Adventure', 'Comedy', 'Fantasy', 'Mecha'];419;51;images\2086.png
VS Knight Lamune & 40 Fire;VS Kishi Ramune & 40 Honoo;3/4/1996;25/9/1996;TV;['Comedy', 'Fantasy'];803;56;images\2087.png
;Nora;21/1/1985;21/1/1985;OVA;['Adventure', 'Sci-Fi'];1273;36;images\2088.png
Super Dimension Century Orguss;Choujikuu Seiki Orguss;3/7/1983;8/4/1984;TV;['Adventure', 'Mecha', 'Sci-Fi'];2125;56;images\2089.png
Super Dimension Century Orguss 02;Choujikuu Seiki Orguss 02;5/12/1993;25/4/1995;OVA;['Adventure', 'Mecha', 'Sci-Fi'];1026;58;images\2090.png
The Fashion Boy is Cool;Oshare Kozou wa Hanamaru;23/4/1993;23/4/1993;OVA;['Romance'];427;44;images\2091.png
;Kiss wa Me ni Shite;27/8/1993;27/8/1993;OVA;['Comedy', 'Romance'];616;50;images\2092.png
;Relic Armor LEGACIAM;28/11/1987;28/11/1987;OVA;['Action', 'Mecha', 'Sci-Fi'];845;47;images\2094.png
;Salamander;25/2/1987;25/2/1989;OVA;['Adventure', 'Sci-Fi'];486;46;images\2095.png
;Sequence;18/3/1992;18/3/1992;OVA;['Romance', 'Sci-Fi'];554;48;images\2096.png
Special Duty Combat Unit Shinesman;Tokumu Sentai Shinesman;21/2/1996;21/3/1996;OVA;['Comedy', 'Sci-Fi'];899;58;images\2097.png
Kimagure Orange Road: Summer's Beginning;Shin Kimagure Orange☆Road: Soshite, Ano Natsu no Hajimari;2/11/1996;2/11/1996;MOVIE;['Comedy', 'Drama', 'Ecchi', 'Fantasy', 'Romance'];2123;68;images\2098.png
;Silent Mobius: THE MOTION PICTURE;17/8/1991;17/8/1991;MOVIE;['Adventure', 'Sci-Fi', 'Supernatural'];1192;56;images\2099.png
;Silent Mobius 2;18/7/1992;18/7/1992;MOVIE;['Adventure', 'Fantasy', 'Sci-Fi'];732;54;images\2100.png
;SINGLES;28/5/1993;28/5/1993;OVA;['Romance'];689;48;images\2101.png
;Tattoon Master;26/4/1996;23/8/1996;OVA;['Adventure', 'Comedy', 'Slice of Life', 'Supernatural'];820;52;images\2102.png
;TO-Y;1/10/1987;1/10/1987;OVA;['Drama', 'Music'];1403;53;images\2103.png
My Bride is a Mermaid;Seto no Hanayome;2/4/2007;1/10/2007;TV;['Comedy', 'Romance'];46191;73;images\2104.png
Toka Gettan, The Moonlight Lady Returns;Touka Gettan;3/4/2007;25/9/2007;TV;['Drama', 'Romance', 'Supernatural'];3130;56;images\2105.png
;Kiss Dum: ENGAGE planet;4/4/2007;26/9/2007;TV;['Mecha', 'Sci-Fi'];1884;56;images\2106.png
One Piece: The Desert Princess and the Pirates, Adventures in Alabasta;ONE PIECE: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi;3/3/2007;3/3/2007;MOVIE;['Action', 'Adventure', 'Fantasy'];12270;70;images\2107.png
MegaMan: NT Warrior AXESS;Rockman.EXE AXESS;4/10/2003;25/9/2004;TV;['Action', 'Adventure', 'Comedy', 'Mecha', 'Sci-Fi'];3132;65;images\2108.png
;Rockman.EXE Stream;2/10/2004;24/9/2005;TV;['Action', 'Adventure', 'Mecha', 'Sci-Fi'];2032;65;images\2109.png
;Rockman.EXE BEAST;1/10/2005;1/4/2006;TV;['Action', 'Adventure', 'Mecha', 'Sci-Fi'];1614;64;images\2110.png
Rockman. EXE Movie: Programs of Light and Darkness;Rockman.EXE Movie: Hikari to Yami no Program;12/3/2005;12/3/2005;MOVIE;['Action', 'Adventure'];853;63;images\2111.png
;Over Drive;4/4/2007;26/9/2007;TV;['Sports'];5914;70;images\2112.png
;Tenkuu Senki Shurato;6/4/1989;25/1/1990;TV;['Action', 'Fantasy'];1908;63;images\2113.png
;Tenkuu Senki Shurato: Sousei e no Anto;16/9/1991;16/3/1992;OVA;['Action', 'Fantasy'];501;54;images\2114.png
;Captain Tsubasa;13/10/1983;27/3/1986;TV;['Action', 'Sports'];12947;69;images\2116.png
;Shin Captain Tsubasa;1/7/1989;1/7/1990;OVA;['Action', 'Sports'];2829;67;images\2117.png
;Captain Tsubasa: Europe Daikessen;13/7/1985;13/7/1985;MOVIE;['Sports'];1286;64;images\2118.png
;Captain Tsubasa: Ayaushi! Zen Nihon Jr.;21/12/1985;21/12/1985;MOVIE;['Sports'];1010;61;images\2119.png
;Captain Tsubasa: Asu ni Mukatte Hashire!;15/3/1986;15/3/1986;MOVIE;['Sports'];960;60;images\2120.png
;Captain Tsubasa: Sekai Daikessen!! Jr. World Cup;12/7/1986;12/7/1986;MOVIE;['Sports'];1025;62;images\2121.png
;Captain Tsubasa: Saikyou no Teki! Holland Youth;16/12/1995;16/12/1995;OVA;['Action', 'Sports'];1159;63;images\2122.png
;Digimon X-Evolution;3/1/2005;3/1/2005;MOVIE;['Action', 'Adventure', 'Fantasy', 'Sci-Fi'];3807;65;images\2123.png
Yu Yu Hakusho: Eizou Hakusho;Yuu☆Yuu☆Hakusho: Eizou Hakusho;21/9/1994;5/10/1994;OVA;['Action', 'Adventure', 'Supernatural'];3566;69;images\2125.png
Yu Yu Hakusho: Eizou Hakusho II;Yuu☆Yuu☆Hakusho: Eizou Hakusho II;16/12/1995;7/2/1996;OVA;['Action', 'Adventure', 'Comedy', 'Supernatural'];2910;68;images\2126.png
;Chouja Raideen;2/10/1996;25/6/1997;TV;['Adventure', 'Mecha', 'Sci-Fi'];632;52;images\2127.png
;Yuusha Raideen;4/4/1975;26/3/1976;TV;['Adventure', 'Mecha', 'Sci-Fi'];1034;52;images\2128.png
True Tears;true tears;6/1/2008;30/3/2008;TV;['Drama', 'Romance'];32515;68;images\2129.png
Princess Resurrection;Kaibutsu Oujo;13/4/2007;28/9/2007;TV;['Action', 'Comedy', 'Horror', 'Supernatural'];11237;64;images\2130.png
Bludgeoning Angel Dokuro-chan 2;Bokusatsu Tenshi Dokuro-chan 2;11/8/2007;10/11/2007;OVA;['Comedy', 'Ecchi', 'Supernatural'];15740;61;images\2131.png
Inukami! The Movie: Spiritual Investigator Shiro Karina!;Inukami! THE MOVIE: Tokumei Reiteki Sousakan Karina Shirou!;21/4/2007;21/4/2007;MOVIE;['Comedy', 'Ecchi', 'Romance', 'Supernatural'];2236;65;images\2132.png
;Mari Iyagi;18/1/2002;18/1/2002;MOVIE;['Drama', 'Fantasy', 'Mystery'];689;51;images\2133.png
;Oseam;1/5/2003;1/5/2003;MOVIE;['Adventure', 'Drama'];1296;62;images\2141.png
;Blue Dragon;7/4/2007;29/3/2008;TV;['Adventure', 'Comedy', 'Fantasy', 'Supernatural'];8344;59;images\2142.png
;Saiyuuki RELOAD: burial;28/4/2007;28/3/2008;OVA;['Action', 'Adventure', 'Drama', 'Fantasy'];1819;69;images\2143.png
Naruto the Movie: Guardians of the Crescent Moon Kingdom;NARUTO: Dai Koufun! Mikazukijima no Animal Panic Dattebayo!;5/8/2006;5/8/2006;MOVIE;['Action', 'Adventure'];30236;65;images\2144.png
;Black Gate: Kanin no Gakuen;25/7/2004;25/7/2004;OVA;['Fantasy', 'Hentai', 'Supernatural'];712;49;images\2145.png
;Canary;22/3/2002;22/3/2002;OVA;['Fantasy', 'Music', 'Romance'];794;38;images\2146.png
Plastic Memories;Plastic Memories;5/4/2015;28/6/2015;TV;['Drama', 'Romance', 'Sci-Fi','Slice of Life'];183730;77;images\20872.jpg
Mushoku Tensei: Jobless Reincarnation;Mushoku Tensei: Isekai Ittara Honki Dasu;11/1/2021;22/3/2021;TV;['Adventure', 'Drama', 'Ecchi','Fantasy'];262222;82;images\108465.jpg
SPY × FAMILY;SPY×FAMILY;9/4/2022;25/6/2022;TV;['Action', 'Comedy', 'Slice of Life','Supernatural'];326628;85;images\140960.jpg
Toradora!;Toradora!;2/10/2008;26/3/2009;TV;['Comedy', 'Drama', 'Romance', 'Slice of Life'];390809;78;images\4224.png
DON'T TOY WITH ME, MISS NAGATORO;Ijiranaide, Nagatoro-san;11/4/2021;27/6/2021;TV;['Comedy', 'Romance', 'Slice of Life'];188483;71;images\120697.jpg
Love, Chunibyo & Other Delusions;Chuunibyou demo Koi ga Shitai!;4/10/2012;20/12/2012;TV;['Comedy', 'Drama', 'Romance', 'Slice of Life'];249014;75;images\14741.jpg
When Will Ayumu Make His Move?;Soredemo Ayumu wa Yosetekuru;8/7/2022;23/9/2022;TV;['Comedy', 'Romance', 'Slice of Life'];40043;69;images\128223.jpg
Rascal Does Not Dream of Bunny Girl Senpai;Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai;4/10/2018;27/12/2018;TV;['Comedy', 'Drama', 'Mystery', 'Psychological', 'Romance', 'Supernatural'];391208;80;images\101291.jpg
The Rising of the Shield Hero;Tate no Yuusha no Nariagari;9/1/2019;26/6/2019;TV;['Action', 'Aventure', 'Fantasy'];307331;77;images\111321.png
Sword Art Online;Sword Art Online;8/7/2012;23/12/2012;TV;['Action', 'Aventure', 'Fantasy', 'Romance', 'Sci-Fi'];507613;69;images\11757.jpg
Sword Art Online the Movie: Ordinal Scale;Sword Art Online: Ordinal Scale;18/2/2017;18/2/2017;MOVIE;['Action', 'Aventure', 'Fantasy', 'Romance', 'Sci-Fi'];507613;69;images\21403.png
Accel World;Accel World;7/4/2012;22/9/2012;TV;['Action', 'Romance', 'Sci-Fi'];101262;67;images\11759.jpg
ERASED;Boku dake ga Inai Machi;8/1/2016;25/3/2016;TV;['Drama', 'Mystery', 'Psychological', 'Supernatural', 'Thriller'];427533;81;images\21234.png
The Disappearance of Haruhi Suzumiya;Suzumiya Haruhi no Shoushitsu;6/2/2010;6/2/2010;MOVIE;['Drama', 'Mystery', 'Sci-Fi', 'Supernatural'];109366;86;images\7311.png
;Charlotte;5/7/2015;27/9/2015;TV;['Comedy', 'Drama', 'Romance', 'Sci-Fi', 'Supernatural'];297851;75;images\20997.png
Den-noh Coil;Dennou Coil;12/5/2007;1/12/2007;TV;['Adventure', 'Comedy', 'Drama', 'Mystery', 'Sci-Fi'];31483;77;images\2164.png
One Week Friends;Isshuukan Friends.;7/4/2014;23/6/2014;TV;['Comedy', 'Drama', 'Romance', 'Slice of Life'];59222;73;images\20527.png
Re:ZERO -Starting Life in Another World-;Re:Zero kara Hajimeru Isekai Seikatsu;4/4/2016;19/9/2016;TV;['Action', 'Adventure', 'Drama', 'Fantasy', 'Psychological', 'Romance', 'Thriller'];405359;81;images\21355.png
The Promised Neverland;Yakusoku no Neverland;10/1/2019;29/3/2019;TV;['Drama', 'Fantasy', 'Horror', 'Mystery', 'Psychological', 'Thriller'];464772;84;images\101759.png
Mushoku Tensei: Jobless Reincarnation Season 2;Mushoku Tensei II: Isekai Ittara Honki Dasu;3/7/2023;25/9/2023;TV;['Adventure', 'Drama', 'Ecchi', 'Fantasy'];107509;83;images\146065.png
;Mushoku Tensei II: Isekai Ittara Honki Dasu Part 2;None/4/2024;None/6/2024;TV;['Adventure', 'Drama', 'Ecchi', 'Fantasy'];20412;;images\166873.png
SPY x FAMILY Cour 2;SPY×FAMILY Part 2;1/10/2022;24/12/2022;TV;['Action', 'Comedy', 'Slice of Life', 'Supernatural'];194112;83;images\142838.png
SPY x FAMILY Season 2;SPY×FAMILY Season 2;7/10/2023;None/None/None;TV;['Action', 'Comedy', 'Slice of Life', 'Supernatural'];55406;;images\158927.png
